,Area_Name,Crime_Year,Group_Name,Sub_Group_Name,Cases_Property_Recovered,Cases_Property_Stolen,Value_of_Property_Recovered,Value_of_Property_Stolen
346,Tripura,2010,Burglary - Property,3. Burglary,37,217,975680,5192214
347,Uttar Pradesh,2010,Burglary - Property,3. Burglary,1174,4073,68265034,231223128
348,Uttarakhand,2010,Burglary - Property,3. Burglary,135,294,4352459,19245615
349,West Bengal,2010,Burglary - Property,3. Burglary,115,388,12437625,35775423
350,Andaman & Nicobar Islands,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,1,10,80000,1226967
351,Andhra Pradesh,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,40,316,3301479,45128264
352,Arunachal Pradesh,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,4,41,640000,31448136
353,Assam,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,37,374,1972335,18282901
354,Bihar,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,88,922,1340911,7779882
355,Chandigarh,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,18,26,1288000,1433500
356,Chhattisgarh,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,52,147,1672704,13069226
357,Dadra & Nagar Haveli,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,10,13,3702374,5411354
358,Daman & Diu,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,2,5,910000,6773576
359,Delhi,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,147,479,9238685,177836353
360,Goa,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,7,20,1720400,86629777
361,Gujarat,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,559,1348,41218510,269095652
362,Haryana,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,411,530,12296549,23718405
363,Himachal Pradesh,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,20,59,5601360,10484933
364,Jammu & Kashmir,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,11,82,199260,1965260
365,Jharkhand,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,29,153,105400,1875873
366,Karnataka,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,102,427,11233753,80193976
367,Kerala,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,43,279,5203538,48659235
368,Lakshadweep,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,1,1,3500,3500
369,Madhya Pradesh,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,255,481,8389128,18436467
370,Maharashtra,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,705,1436,234006060,876305582
371,Manipur,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,0,33,0,8330692
372,Meghalaya,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,2,19,16320,524350
373,Mizoram,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,14,22,1137145,2791842
374,Nagaland,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,1,3,1800,301800
375,Odisha,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,69,224,1508259,28749939
376,Puducherry,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,2,5,41231,147466
377,Punjab,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,364,368,71040117,104353118
378,Rajasthan,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,235,626,3514853,4359322
379,Sikkim,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,0,1,0,16000
380,Tamil Nadu,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,100,313,7122903,97624833
381,Tripura,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,3,4,13000,842171
382,Uttar Pradesh,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,327,991,22736775,67340444
383,Uttarakhand,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,2,171,26000,35494787
384,West Bengal,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,124,486,8830089,25812306
385,Andaman & Nicobar Islands,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,0,4,0,617295
386,Andhra Pradesh,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,104,382,6462978,67143584
387,Arunachal Pradesh,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,10,23,1258813,2858359
388,Assam,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,82,558,1926211,15255432
389,Bihar,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,41,1214,1128419,20655871
390,Chandigarh,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,18,35,676746,1041146
391,Chhattisgarh,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,58,92,1177815,59050808
392,Dadra & Nagar Haveli,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,5,12,1724650,6528920
393,Daman & Diu,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,3,5,652796,1901559
394,Delhi,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,141,444,4331616,62427472
395,Goa,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,1,16,100850,5408663
396,Gujarat,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,500,1188,28577528,1062403379
397,Haryana,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,393,524,15305302,27012212
398,Himachal Pradesh,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,11,67,1663215,10117525
399,Jammu & Kashmir,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,11,91,441846,1279159
400,Jharkhand,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,53,333,1276520,5899913
401,Karnataka,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,140,393,28076132,80055435
402,Kerala,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,42,252,4000315,114314061
403,Lakshadweep,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,0,0,0,0
404,Madhya Pradesh,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,263,507,10528504,39092766
405,Maharashtra,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,646,1392,648696113,5101900126
406,Manipur,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,1,28,20000,2382688
407,Meghalaya,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,2,8,81550,135060
408,Mizoram,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,8,26,2025665,8967246
409,Nagaland,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,4,10,429180,1034675
410,Odisha,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,65,202,2505000,25525237
411,Puducherry,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,1,11,6000,2742428
412,Punjab,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,367,373,116744790,202509917
413,Rajasthan,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,224,383,6849508,7165730
414,Sikkim,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,1,1,51980,100000
415,Tamil Nadu,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,18,82,2582857,42418431
416,Tripura,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,0,12,0,1602920
417,Uttar Pradesh,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,75,262,15804473,26105366
418,Uttarakhand,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,0,0,0,0
419,West Bengal,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,223,451,6991167,33317868
420,Andaman & Nicobar Islands,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,1,3,1000,271000
421,Andhra Pradesh,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,43,296,9731021,44005241
422,Arunachal Pradesh,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,6,28,413574,4736411
423,Assam,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,119,611,1390986,14826295
424,Bihar,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,26,1096,748571,12300221
425,Chandigarh,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,7,32,560000,1812812
426,Chhattisgarh,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,37,70,750259,19082771
427,Dadra & Nagar Haveli,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,6,8,1215861,4435541
428,Daman & Diu,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,1,7,530000,1367619
429,Delhi,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,167,431,2621550,199093138
430,Goa,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,8,43,2189155,51284369
431,Gujarat,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,655,1545,73873740,1008562218
432,Haryana,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,406,518,64030730,87599104
433,Himachal Pradesh,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,13,43,416362,4851132
434,Jammu & Kashmir,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,20,116,245761,309306
435,Jharkhand,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,188,265,8848480,12472592
436,Karnataka,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,135,438,6836658,154630643
437,Kerala,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,37,229,14721566,189242300
438,Lakshadweep,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,0,0,0,0
439,Madhya Pradesh,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,240,393,6459239,14418796
440,Maharashtra,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,720,1488,104222940,775033271
441,Manipur,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,0,16,0,1925606
442,Meghalaya,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,1,11,50000,35952641
443,Mizoram,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,11,19,398238,506287
444,Nagaland,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,1,3,100000,484144
445,Odisha,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,72,210,1656165,10842248
446,Puducherry,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,2,12,226956,2555237
447,Punjab,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,325,343,145492540,293485494
448,Rajasthan,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,49,85,2770000,3062874
449,Sikkim,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,0,5,0,1303510
450,Tamil Nadu,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,160,307,10976896,44172493
451,Tripura,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,1,3,1500,140942
452,Uttar Pradesh,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,83,143,20608700,34410334
453,Uttarakhand,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,0,0,0,0
454,West Bengal,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,188,378,14821711,67300317
455,Andaman & Nicobar Islands,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,0,0,0,0
456,Andhra Pradesh,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,50,353,7380662,118644247
457,Arunachal Pradesh,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,1,26,7000,2786122
458,Assam,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,82,586,3040762,35994035
459,Bihar,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,30,1696,1149866,20065108
460,Chandigarh,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,9,23,8725852,10309952
461,Chhattisgarh,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,41,84,535370,5746737
462,Dadra & Nagar Haveli,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,8,12,5182865,606187858
463,Daman & Diu,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,1,3,50000,481400
464,Delhi,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,181,445,9556500,109174459
465,Goa,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,7,34,1555720,11010936
466,Gujarat,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,608,1419,26259866,1737345011
467,Haryana,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,332,466,30549043,49781427
468,Himachal Pradesh,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,18,84,345774,23374331
469,Jammu & Kashmir,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,24,105,1293015,1640435
470,Jharkhand,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,53,333,1276520,5899913
471,Karnataka,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,145,354,37961216,119683651
472,Kerala,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,62,236,15987869,56346557
473,Lakshadweep,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,0,0,0,0
474,Madhya Pradesh,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,288,424,7948030,25445332
475,Maharashtra,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,669,1371,86911957,1374397852
476,Manipur,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,1,25,129019,19169678
477,Meghalaya,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,2,23,26830,3989942
478,Mizoram,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,0,0,0,0
479,Nagaland,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,4,10,196400,3250540
480,Odisha,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,93,249,3072016,18949949
481,Puducherry,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,0,7,0,2071359
482,Punjab,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,301,311,221325402,756610830
483,Rajasthan,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,37,55,2064000,2313435
484,Sikkim,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,0,4,0,2974226
485,Tamil Nadu,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,69,200,6564785,115277990
486,Tripura,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,0,17,0,1674920
487,Uttar Pradesh,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,78,172,55244612,55810058
488,Uttarakhand,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,0,0,0,0
489,West Bengal,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,184,425,15043440,72124632
490,Andaman & Nicobar Islands,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,0,8,0,252808214
491,Andhra Pradesh,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,47,348,15059030,60887542
492,Arunachal Pradesh,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,7,36,1170875,55772925
493,Assam,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,89,487,3320562,37840904
494,Bihar,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,27,1181,1644236,15356354
495,Chandigarh,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,22,41,2560950,7703068
496,Chhattisgarh,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,59,105,1478929,8747070
497,Dadra & Nagar Haveli,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,8,12,5243420,7514220
498,Daman & Diu,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,4,6,377843,1501283
499,Delhi,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,159,394,1910000,69538509
500,Goa,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,8,42,814936,24107134
501,Gujarat,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,678,1242,31806265,2166041426
502,Haryana,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,386,492,40091504,62176960
503,Himachal Pradesh,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,6,73,203300,7746849
504,Jammu & Kashmir,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,21,117,2100252,6830435
505,Jharkhand,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,84,168,1125340,10187872
506,Karnataka,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,94,434,6490466,1041217289
507,Kerala,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,48,278,2674311,71704600
508,Lakshadweep,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,0,0,0,0
509,Madhya Pradesh,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,328,489,16256773,61101274
510,Maharashtra,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,890,1637,105086490,1594302767
511,Manipur,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,2,52,250000,86397529
512,Meghalaya,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,1,14,646000,766600
513,Mizoram,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,7,10,83383,300191
514,Nagaland,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,7,16,7236040,13219304
